"Signatur","Titel","Zeit","Ort"
"Sozarch_F_5025-Fa-132","""Foyer poulaire""; Aufenthaltsraum","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Frankreich;Nord-Pas-de-Calais;Lille;Fi"
"Sozarch_F_5025-Fa-133","Kinder sitzen draussen vor den Baracken auf Bänken","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Frankreich;Nord-Pas-de-Calais;Lille;Fi"
"Sozarch_F_5025-Fa-134","""Eröffnungsfeier des Centre social am 11. Mai 1947""; Kinder in Uniform und mit Instrumenten","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Frankreich;Nord-Pas-de-Calais;Lille;Fi"
"Sozarch_F_5025-Fa-135","""Eröffnungsfeier des Centre social am 11. Mai 1947""; ein Mann hält eine Ansprache, im Hintergrund die Fahnen mit der Lilie","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Frankreich;Nord-Pas-de-Calais;Lille;Fi"
"Sozarch_F_5025-Fa-136","""Eröffnungsfeier des Centre social am 11. Mai 1947""; Menschenauflauf","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Frankreich;Nord-Pas-de-Calais;Lille;Fi"
"Sozarch_F_5025-Fa-137","""Eröffnungsfeier des Centre social am 11. Mai 1947""; Menschen stehen zusammen, Bildmitte im dunklen Kleid: Regina Kägi-Fuchsmann","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Frankreich;Nord-Pas-de-Calais;Lille;Fi"
"Sozarch_F_5025-Fa-095","""Centre social à Saint-Lô""; soziales Zentrum, zwei Männer ziehen einen Karren (mit Aermo-Möbeln?)","Neuzeit;20. Jh.;1901-1950;1941-1950;1944","Europa;Frankreich;Basse-Normandie;Saint-Lô"
"Sozarch_F_5025-Fa-096","""Centre social à Saint-Lô""; soziales Zentrum","Neuzeit;20. Jh.;1901-1950;1941-1950;1944","Europa;Frankreich;Basse-Normandie;Saint-Lô"
"Sozarch_F_5025-Fa-097","""Centre social à Saint-Lô""; soziales Zentrum: eine Familie steht um einen Karren mit Stroh","Neuzeit;20. Jh.;1901-1950;1941-1950;1944","Europa;Frankreich;Basse-Normandie;Saint-Lô"
"Sozarch_F_5025-Fa-098","""Centre social à Saint-Lô""; soziales Zentrum: eine Frau schiebt einen Karren","Neuzeit;20. Jh.;1901-1950;1941-1950;1944","Europa;Frankreich;Basse-Normandie;Saint-Lô"
"Sozarch_F_5025-Fa-099","""Warteschlange für die Verteilung vor der Administration""","Neuzeit;20. Jh.;1901-1950;1941-1950;1944","Europa;Frankreich;Basse-Normandie;Saint-Lô"
"Sozarch_F_5025-Fa-100","""Schuhverteilung""; Kinder stehen in einer Schlange mit Schuhkartons","Neuzeit;20. Jh.;1901-1950;1941-1950;1944","Europa;Frankreich;Basse-Normandie;Saint-Lô"
"Sozarch_F_5025-Fa-103","""Verteilung von Geschirr und Geräten an die Bevölkerung von St.-Lô""; zwei Männer mit Haushaltsutensilien","Neuzeit;20. Jh.;1901-1950;1941-1950;1944","Europa;Frankreich;Basse-Normandie;Saint-Lô"
"Sozarch_F_5025-Fa-104","""Verteilung von Geschirr und Geräten an die Bevölkerung von St.-Lô""; zwei Frauen mit Haushaltsutensilien","Neuzeit;20. Jh.;1901-1950;1941-1950;1944","Europa;Frankreich;Basse-Normandie;Saint-Lô"
"Sozarch_F_5025-Fa-065","Zwei Kinder sitzen lachend auf einem Schlitten","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuze","Europa;Frankreich;Haute-Savoie;Pringy"
"Sozarch_F_5025-Fa-066","Kinder und Betreuer sitzen auf ihren Schlitten, im Hintergrund ein Kirchturm","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuze","Europa;Frankreich;Haute-Savoie;Pringy"
"Sozarch_F_5025-Fa-176","Walkemühle, Hessen - Kinderheim""; Kinder rennen einem soeben entladenen Wagen nach","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Deutschland;Hessen;Walkemühle bei Mels"
"Sozarch_F_5025-Fa-177","""Walkemühle, Hessen - Kinderheim""; Kinder freuen sich über die Nahrungsmittelhilfe des SAH (Schweizerisches Arbeiterhilfswerk) - links aussen: Ralf Schaper als Kleinkind","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Deutschland;Hessen;Walkemühle bei Mels"
"Sozarch_F_5025-Fa-178","Walkemühle, Hessen - Kinderheim""; Kinder transportieren die Kisten mit Nahrungsmitteln aus dem Wagen","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Deutschland;Hessen;Walkemühle bei Mels"
"Sozarch_F_5025-Fa-179","Walkemühle, Hessen - Kinderheim""; Kinder essen genüsslich das geschenkte Essen","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Deutschland;Hessen;Walkemühle bei Mels"
"Sozarch_F_5025-Fa-180","Walkemühle, Hessen - Kinderheim""; Kinder transportieren Pakete aus dem Wagen","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Deutschland;Hessen;Walkemühle bei Mels"
"Sozarch_F_5025-Fa-138","""Weihnachtsfeier 1947""; eine Frau bereitet Säcke der Weihnachtsaktin Volkshilfe vor, die später verteilt werden","Neuzeit;20. Jh.;1901-1950;1941-1950;1947","Europa;Österreich;Wien;Wien (Stadt)"
"Sozarch_F_5025-Fa-139","""Weihnachtsfeier 1947""; eine Frau sammelt Gutscheine für die Säcke der Weihnachtsaktion","Neuzeit;20. Jh.;1901-1950;1941-1950;1947","Europa;Österreich;Wien;Wien (Stadt)"
"Sozarch_F_5025-Fa-140","""Weihnachtsfeier 1947""; Kinder spielen auf der Bühne ein Theaterstück","Neuzeit;20. Jh.;1901-1950;1941-1950;1947","Europa;Österreich;Wien;Wien (Stadt)"
"Sozarch_F_5025-Fa-141","""Weihnachtsfeier 1947""; Kinder spielen auf der Bühne ein Theaterstück","Neuzeit;20. Jh.;1901-1950;1941-1950;1947","Europa;Österreich;Wien;Wien (Stadt)"
"Sozarch_F_5025-Fa-142","""Weihnachtsfeier 1947"";Mütter und ihre Kinder holen die Geschenksäcke der Volkshilfe ab","Neuzeit;20. Jh.;1901-1950;1941-1950;1947","Europa;Österreich;Wien;Wien (Stadt)"
"Sozarch_F_5025-Fa-143","""Schwyzerhüsli Innsbruck""; drei Schwestern sitzen draussen und füttern Kleinkinder","Neuzeit;20. Jh.;1901-1950;1941-1950;1947","Europa;Österreich;Tirol;Innsbruck"
"Sozarch_F_5025-Fa-144","""Säuglings- und Kinderheim Schwyzerhüsli, Innsbruck""; Ansicht einer neuen Küche","Neuzeit;20. Jh.;1901-1950;1941-1950;1947","Europa;Österreich;Tirol;Innsbruck"
"Sozarch_F_5025-Fa-145","""Säuglings- und Kinderheim Schwyzerhüsli, Innsbruck""; Kleinkinder im Laufgitter","Neuzeit;20. Jh.;1901-1950;1941-1950;1947","Europa;Österreich;Tirol;Innsbruck"
"Sozarch_F_5025-Fa-105","""Verteilung von Geschirr und Geräten an die Bevölkerung von St.-Lô""; ein Mann mit Haushaltsutensilien","Neuzeit;20. Jh.;1901-1950;1941-1950;1944","Europa;Frankreich;Basse-Normandie;Saint-Lô"
"Sozarch_F_5025-Fa-106","""Buanderie et douche vues du toit de l'administration""; Baracke mit dem Duschen und dem Wäscheservice, aus der Sicht der Administration","Neuzeit;20. Jh.;1901-1950;1941-1950;1944","Europa;Frankreich;Basse-Normandie;Saint-Lô"
"Sozarch_F_5025-Fa-107","""L'entrée du Centre vue de la Buanderie""; Eingang des Zentrums aus der Sicht des Wäscheservice","Neuzeit;20. Jh.;1901-1950;1941-1950;1944","Europa;Frankreich;Basse-Normandie;Saint-Lô"
"Sozarch_F_5025-Fa-108","""Blanche et Dorli 'plantent' des tulipes coupée pour l'inauguration""; Blanche und Dorli setzten geschnittene Tulpen für die Einweihung","Neuzeit;20. Jh.;1901-1950;1941-1950;1944","Europa;Frankreich;Basse-Normandie;Saint-Lô"
"Sozarch_F_5025-Fa-109","""Im Kindergarten""; Kinder und Betreuerinnen tanzen miteinander im Kreis","Neuzeit;20. Jh.;1901-1950;1941-1950;1944","Europa;Frankreich;Basse-Normandie;Saint-Lô"
"Sozarch_F_5025-Fa-110","""Im Kindergarten""; Kinder und Betreuerinnen tanzen miteinander im Kreis","Neuzeit;20. Jh.;1901-1950;1941-1950;1944","Europa;Frankreich;Basse-Normandie;Saint-Lô"
"Sozarch_F_5025-Fa-111","""Cuisine du Centre""; Küche des Zentrums","Neuzeit;20. Jh.;1901-1950;1941-1950;1944","Europa;Frankreich;Basse-Normandie;Saint-Lô"
"Sozarch_F_5025-Fa-112","""Cuisine""; Küche des Zentrums","Neuzeit;20. Jh.;1901-1950;1941-1950;1944","Europa;Frankreich;Basse-Normandie;Saint-Lô"
"Sozarch_F_5025-Fa-181","Drei junge Frauen (2. v. r.: Jetti Ochsenbein) stehen vor einem Auto eines Mannes aus Bern","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Deutschland;Hessen;Walkemühle bei Mels"
"Sozarch_F_5025-Fa-182","""Köln 1949 - Lesestube""; drei Mädchen lesen in einem Buch","Neuzeit;20. Jh.;1901-1950;1941-1950;1949","Europa;Deutschland;Nordrhein-Westfalen;Köln"
"Sozarch_F_5025-Fa-183","""Köln 1949 - Lesestube""; Mädchen sitzen an einem Tisch und lesen","Neuzeit;20. Jh.;1901-1950;1941-1950;1949","Europa;Deutschland;Nordrhein-Westfalen;Köln"
"Sozarch_F_5025-Fa-184","""Köln 1949 - Strickstube für werdende Mütter""; Frauen sitzen an einem Tisch und stricken","Neuzeit;20. Jh.;1901-1950;1941-1950;1949","Europa;Deutschland;Nordrhein-Westfalen;Köln"
"Sozarch_F_5025-Fa-185","""Köln 1949 - Beschäftigung im Hort""; zwei Kinder spielen an einem Tisch ein Spiel","Neuzeit;20. Jh.;1901-1950;1941-1950;1949","Europa;Deutschland;Nordrhein-Westfalen;Köln"
"Sozarch_F_5025-Fa-186","""Köln 1949 - Mittagsruhe im Kindergarten""; Kinder schlafen in kleinen Liegen","Neuzeit;20. Jh.;1901-1950;1941-1950;1949","Europa;Deutschland;Nordrhein-Westfalen;Köln"
"Sozarch_F_5025-Fa-187","""Köln 1949 - die neuen Schuhe aus der Schweiz werden bestaunt""","Neuzeit;20. Jh.;1901-1950;1941-1950;1949","Europa;Deutschland;Nordrhein-Westfalen;Köln"
"Sozarch_F_5025-Fa-188","""Noch ist keien Beleuchtung in den Baracken. Die Leitungen sind zwar schon gelegt, aber es gibt im Augenblick noch keine Glühbirnen. Es muss also bei Kerzenlicht weitergearbeitet werden""; Frauen sitzen um einen Tisch und tippen an der Schreibmas","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Deutschland;Nordrhein-Westfalen;Köln"
"Sozarch_F_5025-Fa-146","""Säuglings- und Kinderheim Schwyzerhüsli, Innsbruck""; zwei Kinder sitzen in Schaukelstühlen","Neuzeit;20. Jh.;1901-1950;1941-1950;1947","Europa;Österreich;Tirol;Innsbruck"
"Sozarch_F_5025-Fa-147","""Säuglingsheim Innsbruck""; Kinder im Stubenwagen","Neuzeit;20. Jh.;1901-1950;1941-1950;1947","Europa;Österreich;Tirol;Innsbruck"
"Sozarch_F_5025-Fa-148","""Säuglingsheim Innsbruck - Schweizer Spende u. SAH""; Kinder und eine Betreuerin sitzen um eine Wanne und bestaunen das Wasser","Neuzeit;20. Jh.;1901-1950;1941-1950;1947","Europa;Österreich;Tirol;Innsbruck"
"Sozarch_F_5025-Fa-149","""Säuglingsheim Innsbruck - Schweizer Spende u. SAH""; Betreuerinnen arbeiten in der Küche","Neuzeit;20. Jh.;1901-1950;1941-1950;1947","Europa;Österreich;Tirol;Innsbruck"
"Sozarch_F_5025-Fa-150","""Säuglingsheim Innsbruck - Schweizer Spende u. SAH""; Schlafraum mit Kinderbettchen","Neuzeit;20. Jh.;1901-1950;1941-1950;1947","Europa;Österreich;Tirol;Innsbruck"
"Sozarch_F_5025-Fa-151","""Städtisches Säuglingsheim Ujpest. Dieses Heim wurde von den soz.dem. Frauengruppen Zürich ausgestattet. Das SAH ergänzte die Sendung und besorgte Verpackung, Transport""; Schlafraum mit Kinderbettchen","Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Ungarn;Ujpest"
"Sozarch_F_5025-Fa-152","""Verteilung von Kondensmilch und Seife durch die Arbeiter-Wohlfahrt Neuwied - Frühling 1948""","Neuzeit;20. Jh.;1901-1950;1941-1950;1948","Europa"
"Sozarch_F_5025-Fa-153","Ein Auto mit weissem Stern hält unterhalb einer Mauer, Mitglieder der Roten Falken begrüssen die Amerikaner mit der Fahne der Freundschaft","Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Österreich"
"Sozarch_F_5025-Fa-224","""Rimini. 85% der Häuser sind beschädigt. Die Prachtbauten des Platzes sind heil geblieben. Das Theater ist der Sitz der S.P. geworden.""; Aussenansicht des Theaters","Neuzeit;20. Jh.;1901-1950;1941-1950;1945","Europa;Italien;Emilia-Romagna;Rimini"
"Sozarch_F_5025-Fa-225","""Eine einzige Durchfahrt am Po. Eine Schiffsbrücke.""","Neuzeit;20. Jh.;1901-1950;1941-1950;1945","Europa;Italien"
"Sozarch_F_5025-Fa-226","""Notbrücke an einem Fluss. 50 Lire die Durchfahrt!""; Auto wartet auf einer Brücke","Neuzeit;20. Jh.;1901-1950;1941-1950;1945","Europa;Italien"
"Sozarch_F_5025-Fa-227","""Überall Minen!""; ein Feld, in dem Minen liegen","Neuzeit;20. Jh.;1901-1950;1941-1950;1945","Europa;Italien"
"Sozarch_F_5025-Fa-228","""In Emilien. Die Inschrift besagt auf Englisch: Achtung! Virulente Malaria. Nicht stehen bleiben, nicht campieren!""; Auto fährt auf einer Strasse, am Strassenrand steht ein Schild","Neuzeit;20. Jh.;1901-1950;1941-1950;1945","Europa;Italien;Emilia-Romagna"
"Sozarch_F_5025-Fa-229","""Cesenatico, Januar 1946 - die anarchistische Buchhandlung""; ein paar Männer stehen vor einem Gebäude","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Italien;Emilia-Romagna;Cesenatico"
"Sozarch_F_5025-Fa-230","""Pianoro, 98% zerstört. Die ersten Nothäuser.""; Aussenansicht von drei Häusern","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Italien;Emilia-Romagna;Pianoro"
"Sozarch_F_5025-Fa-231","""Pianoro, Januar 1946. Eine in der Baracke wohnende Familie.""; Familie steht im Hauseingang","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Italien;Emilia-Romagna;Pianoro"
"Sozarch_F_5025-Fa-189","""Bochum, Sommer 1946 - Equipe""; fünf Frauen posierend","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Deutschland;Nordrhein-Westfalen;Bochum"
"Sozarch_F_5025-Fa-190","""Bochum, Sommer 1946 - Gelände"";","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Deutschland;Nordrhein-Westfalen;Bochum"
"Sozarch_F_5025-Fa-191","""Bochum, Sommer 1946""; Arbeitsplatz in einer Kaserne","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Deutschland;Nordrhein-Westfalen;Bochum"
"Sozarch_F_5025-Fa-192","""Bochum, Sommer 1946""; Schlafplatz in einer Kaserne","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Deutschland;Nordrhein-Westfalen;Bochum"
"Sozarch_F_5025-Fa-193","""Bochum, Sommer 1946""; Küche in einer Kaserne","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Deutschland;Nordrhein-Westfalen;Bochum"
"Sozarch_F_5025-Fa-194","""Kinderheim Steinbek bei Hamburg 1946; Kinder ehemaliger politischer Häftlinge: Steinbeker Grund, Steinbek bei Buchholz, Kreis Hamburg""; Hausansicht","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Deutschland;Niedersachsen;Buchholz in"
"Sozarch_F_5025-Fa-195","""Kinderheim Steinbeck bei Hamburg 1946 - Schule im Freien""","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Deutschland;Niedersachsen;Buchholz in"
"Sozarch_F_5025-Fa-196","""Genossin Grimbach, Gemahlin des franz. sozialist. Abgeordneten, auf der Fahrt nach Westburg""; Kutscher, Frau und zwei Knaben sitzen auf der Kutsche mit der Beschriftung ""Frankreich""","Neuzeit;20. Jh.;1901-1950;1931-1940;1932","Europa;Deutschland"
"Sozarch_F_5025-Fa-154","Mitglieder der Roten Falken begrüssen ankommende Amerikaner mit Blumen","Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Österreich"
"Sozarch_F_5025-Fa-155","Eine Soldatin der US-Army singt zusammen mit Mitgliedern der Roten Falken","Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Österreich"
"Sozarch_F_5025-Fa-156","Gruppenfoto beim Gesang der Roten Falken mit den Besuchern aus Amerika, in der Mitte die Fahne der Freundschaft","Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Österreich"
"Sozarch_F_5025-Fa-157","Gruppenfoto beim Gesang der Roten Falken mit den Besuchern aus Amerika, in der Mitte die Fahne der Freundschaft","Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Österreich"
"Sozarch_F_5025-Fa-158","""Schwechat bei Wien - ehemalige Knabenvolksschule""","Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Österreich;Niederösterreich;Schwechat"
"Sozarch_F_5025-Fa-159","""KZ Mauthausen Krematorium""","Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Österreich;Oberösterreich;Mauthausen"
"Sozarch_F_5025-Fa-160","""KZ Mauthausen: Gedenktafel""","Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Österreich;Oberösterreich;Mauthausen"
"Sozarch_F_5025-Fa-161","""KZ Mauthausen: Todesstiege""; über die insgesamt 186 Stufen der 31 Meter hohen Treppe mussten die Gefangenen mehrmals täglich riesige Steinsbrocken nach oben tragen. Viele waren dieser Aufgabe nicht gewachsen und starben an diesem Ort.","Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Österreich;Oberösterreich;Mauthausen"
"Sozarch_F_5025-Fa-162","""KZ Mauthausen, Seitenansicht vom Lager""","Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Österreich;Oberösterreich;Mauthausen"
"Sozarch_F_5025-Fa-197","""Die Polen beim Musizieren""; Kinder im Lager der Roten Falken hören den Männern zu, die musizieren","Neuzeit;20. Jh.;1901-1950;1931-1940;1932","Europa;Deutschland"
"Sozarch_F_5025-Fa-198","""Kinderrepublik Westerwald""; Eingangstor zum Lager der Roten Falken","Neuzeit;20. Jh.;1901-1950;1931-1940;1932","Europa;Deutschland"
"Sozarch_F_5025-Fa-199","""Vorstand der AWO (Arbeiterwohlfahrt""; Frauen und Männer stehen um einen Tisch und essen Kuchen","Neuzeit;20. Jh.;1901-1950;1941-1950;1947","Europa;Deutschland;Hamburg;Hamburg (Stadt);St"
"Sozarch_F_5025-Fa-200","""Vorstand der AWO (Arbeiterwohlfahrt)""; Gruppenfoto","Neuzeit;20. Jh.;1901-1950;1941-1950;1947","Europa;Deutschland;Hamburg;Hamburg (Stadt);St"
"Sozarch_F_5025-Fa-201","""AWO Hamburg - St. Georg; Kinderfest Sept. 47; das SAH lieferte: 20kg Zucker, 100 Lampions, 200 Kerzen""; Kinder sitzen an Tischen","Neuzeit;20. Jh.;1901-1950;1941-1950;1947","Europa;Deutschland;Hamburg;Hamburg (Stadt);St"
"Sozarch_F_5025-Fa-202","""Hamburg - St. Georg Kinderfest Sept. 47""; Kinder essen Kekse und Kuchen und trinken Tee","Neuzeit;20. Jh.;1901-1950;1941-1950;1947","Europa;Deutschland;Hamburg;Hamburg (Stadt);St"
"Sozarch_F_5025-Fa-203","""Ehemaliges Studentenheim, dann Hitler-Jugend-Heim, seit 1945 Arbeiterwohlfahrt. Kindergarten, Jugendheim für die Falken, Nähstube der Arbeiterwohlfahrt Stuttgart""; Kindergarten","Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Deutschland;Baden-Württemberg;Stuttgar"
"Sozarch_F_5025-Fa-204","""Ehemaliges Studentenheim, dann Hitler-Jugend-Heim, seit 1945 Arbeiterwohlfahrt. Kindergarten, Jugendheim für die Falken, Nähstube der Arbeiterwohlfahrt Stuttgart""; Aussenansicht eines Gebäudes","Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Deutschland;Baden-Württemberg;Stuttgar"
"Sozarch_F_5025-Fa-232","Pianoro, Januar 1946. Innensicht einer Baracke. Man sieht durch die Löcher in der Wand.""; Menschen stehen in der Baracke","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Italien;Emilia-Romagna;Pianoro"
"Sozarch_F_5025-Fa-233","""Marzabotto, Januar 1946. Ansicht des Dorfes""; zerstörte Bauten","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Italien;Emilia-Romagna;Marzabotto"
"Sozarch_F_5025-Fa-234","""Marzabotto, Januar 1946. Die Leute wohnen in Kellern.""; Ansicht von zerstörten Häusern","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Italien;Emilia-Romagna;Marzabotto"
"Sozarch_F_5025-Fa-235","""Molinella, Januar 1946. Die Menge nach der Zusammenkunft im Volkshaus. (In der Mitte R. Kägi und Prof. Pirani)","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Italien;Emilia-Romagna;Bologna;Molinel"
"Sozarch_F_5025-Fa-236","""Torino, Januar 1946. Die Bevölkerung sammelt Holz und abgeschlagene Bäume der Strasse.""","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Italien;Piemonte;Torino"
"Sozarch_F_5025-Fa-237","""Venaria Okt. 1946. Die Merenda (Zvieri) ist im vollem Gang.""; Frauen und Kinder sitzen an einem Tisch und essen eine Zwischenmahlzeit","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Italien;Piemonte;Venaria Reale"
"Sozarch_F_5025-Fa-238","""Venaria Okt. 1946. Sie warten auf die Zvierizeit.""; Gruppenfoto","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Italien;Piemonte;Venaria Reale"
"Sozarch_F_5025-Fa-239","""Venaria Okt. 1946. Grossmutter und Enkel.""","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Italien;Piemonte;Venaria Reale"
"Sozarch_F_5025-Fa-163","""KZ Mauthausen Urnenfriedhof""","Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Österreich;Oberösterreich;Mauthausen"
"Sozarch_F_5025-Fa-164","""KZ Mauthausen Klagemauer""; mit Gedenktafel","Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Österreich;Oberösterreich;Mauthausen"
"Sozarch_F_5025-Fa-165","""KZ Mauthausen, Abgang zur Vergasung""","Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Österreich;Oberösterreich;Mauthausen"
"Sozarch_F_5025-Fa-166","Kinder rennen in Badekleidung aus dem Lager mit der Überschrift ""Falkenrepublik Freundschaft""","Neuzeit;20. Jh.;1901-1950;1941-1950;1947","Europa;Deutschland;Bayern;Mittenwald"
"Sozarch_F_5025-Fa-167","Zelte der Roten Falken; im Hintergrund die Alpen","Neuzeit;20. Jh.;1901-1950;1941-1950;1947","Europa;Deutschland;Bayern;Mittenwald"
"Sozarch_F_5025-Fa-168","""Bremer-Jungen im Adolfinenheim auf Borkum - Aktion IRRC""; Knaben essen Suppe","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Deutschland;Niedersachsen;Borkum"
"Sozarch_F_5025-Fa-169","""Der Schweizerwagen auf seiner Tour in Deutschland 1946""; Männer und Kinder stehen vor einem Transporter mit der Schweizer Flagge","Neuzeit;20. Jh.;1901-1950;1941-1950;1947","Europa;Deutschland;Nordrhein-Westfalen;Hemer"
"Sozarch_F_5025-Fa-170","""Züge mit Kartoffelhamsterer. Der grosse Hamsterer fährt nicht so! Schulungskurs der Soz. Jugend aus Deutschland und Frankreich im Taunus""; ein mit Menschen überfüllter Zug","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Deutschland;Hamburg;Hamburg (Stadt)"
"Sozarch_F_5025-Fa-171","""Züge mit Kartoffelhamsterer. Der grosse Hamsterer fährt nicht so! Schulungskurs der Soz. Jugend aus Deutschland und Frankreich im Taunus""; mit Menschen überfüllter Zug","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Deutschland;Hamburg;Hamburg (Stadt)"
"Sozarch_F_5025-Fa-101","""Verteilung von Geschirr und Geräten an die Bevölkerung von St.-Lô""; Männer tragen Körbe mit Geschirr","Neuzeit;20. Jh.;1901-1950;1941-1950;1944","Europa;Frankreich;Basse-Normandie;Saint-Lô"
"Sozarch_F_5025-Fa-102","""Verteilung von Geschirr und Geräten an die Bevölkerung von St.-Lô""; zwei Männer und eine Frau mit Tragtaschen und einem Ziehwagen","Neuzeit;20. Jh.;1901-1950;1941-1950;1944","Europa;Frankreich;Basse-Normandie;Saint-Lô"
"Sozarch_F_5025-Fa-268","""Milano, Sommer 1946. Intérieurs bei Hausbesuchen für die AERMO-Möbelverteilung.""; auf einem Ofen steht ein Topf","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Italien;Lombardia;Milano"
"Sozarch_F_5025-Fa-269","""Milano, Sommer 1946. Intérieurs bei Hausbesuchen für die AERMO-Möbelverteilung.""; Pritsche","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Italien;Lombardia;Milano"
"Sozarch_F_5025-Fa-270","""Milano, Sommer 1946. Intérieurs bei Hausbesuchen für die AERMO-Möbelverteilung.""; ein Knabe demonstriert die ärmlichen Wohnverhältnisse anhand der Pritsche","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Italien;Lombardia;Milano"
"Sozarch_F_5025-Fa-271","""Milano, Sommer 1946. Intérieurs bei Hausbesuchen für die AERMO-Möbelverteilung.""; Bett","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Italien;Lombardia;Milano"
"Sozarch_F_5025-Fa-272","""Milano, Sommer 1946. Intérieurs bei Hausbesuchen für die AERMO-Möbelverteilung.""; Bettwäsche auf einer Pritsche","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Italien;Lombardia;Milano"
"Sozarch_F_5025-Fa-240","""Italien, Januar 1946. Delegazione del Soccorso Svizzero Rosso in Molinella.""; Gruppenfoto","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Italien;Emilia-Romagna;Bologna;Molinel"
"Sozarch_F_5025-Fa-241","""Italien, Januar 1946. Delegazione del Soccorso Svizzero Rosso in Molinella.""; Gruppenfoto","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Italien;Emilia-Romagna;Bologna;Molinel"
"Sozarch_F_5025-Fa-242","""Italien, Januar 1946. Delegazione del Soccorso Svizzero Rosso in Molinella.""","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Italien;Emilia-Romagna;Bologna;Molinel"
"Sozarch_F_5025-Fa-243","""Italien, März 1946. Genosse Tronchet demonstriert in Molinella die von uns gelieferten Motorpflüge.""","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Italien;Emilia-Romagna;Bologna;Molinel"
"Sozarch_F_5025-Fa-244","""Italien, März 1946. Eine Betonmischmaschine die wir geliefert haben.""","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Italien"
